loan_amnt,emp_length,home_ownership,annual_inc,addr_state
5000,6 years,MORTGAGE,73000,MD
6000,5 years,RENT,44500,FL
10800,4 years,MORTGAGE,75000,NV
6250,5 years,MORTGAGE,76000,FL
1000,3 years,RENT,14400,MD
10000,3 years,MORTGAGE,35100,AZ
15000,4 years,MORTGAGE,111147.66,CA
5700,< 1 year,RENT,52500,TX
9000,10+ years,MORTGAGE,31000,OR
15000,1 year,RENT,52600,MI
10000,1 year,OWN,159996,GA
7000,7 years,MORTGAGE,74760,WI
25000,10+ years,MORTGAGE,95000,CO
8000,10+ years,MORTGAGE,110000,IL
9600,4 years,OWN,85000,NY
9975,< 1 year,RENT,65000,NJ
12500,10+ years,RENT,48000,CA
17000,4 years,MORTGAGE,86004,MA
6000,5 years,RENT,57600,MO
5000,3 years,MORTGAGE,140000,CT
25000,4 years,MORTGAGE,86000,NV
5000,4 years,RENT,19968,OH
7800,2 years,MORTGAGE,36000,LA
7000,2 years,MORTGAGE,30000,NY
1500,1 year,RENT,18996,AL
16000,5 years,RENT,60000,VA
4800,4 years,MORTGAGE,42400,MN
10000,10+ years,MORTGAGE,30000,SC
24000,2 years,MORTGAGE,120000,GA
5000,10+ years,MORTGAGE,240000,CA
2000,5 years,RENT,18996,NY
5000,10+ years,MORTGAGE,116480,PA
1400,3 years,RENT,32400,OH
8000,9 years,MORTGAGE,73716,CA
5400,< 1 year,MORTGAGE,50000,NJ
8000,2 years,RENT,24000,NY
20000,9 years,MORTGAGE,50000,WI
10000,5 years,MORTGAGE,54500,VA
3600,1 year,RENT,31200,VA
25000,< 1 year,OWN,110000,IL
24000,10+ years,RENT,58000,NY
21000,10+ years,MORTGAGE,74000,NY
2000,10+ years,OWN,53004,NY
24000,< 1 year,MORTGAGE,84000,WA
25000,3 years,MORTGAGE,185000,CA
9000,10+ years,OWN,60000,SC
12500,10+ years,MORTGAGE,69996,AZ
25000,1 year,MORTGAGE,95000,MD
2500,1 year,RENT,21600,TX
2000,< 1 year,RENT,90000,NY
25000,10+ years,MORTGAGE,130000,AL
7500,4 years,RENT,57600,OH
3600,8 years,RENT,38700,CA
10000,10+ years,MORTGAGE,84000,NH
15000,7 years,RENT,50000,PA
10000,2 years,OWN,50004,PA
17000,3 years,MORTGAGE,48000,IL
4000,4 years,RENT,30000,CA
13000,10+ years,MORTGAGE,55000,OH
12000,7 years,RENT,32918.64,OR
17500,3 years,MORTGAGE,92700,CA
2500,2 years,RENT,14400,TX
11200,7 years,RENT,52800,WV
10000,2 years,RENT,31000,AL
7000,10+ years,MORTGAGE,64000,VA
6400,3 years,RENT,96000,CA
10000,2 years,RENT,58000,TX
5000,10+ years,OWN,24996,MI
20000,7 years,MORTGAGE,142500,LA
6000,< 1 year,RENT,33280,MA
1050,4 years,OWN,36000,CT
5000,10+ years,MORTGAGE,80000,CT
4000,< 1 year,RENT,170000,CA
15250,5 years,OWN,45000,NJ
8000,10+ years,OWN,89520,CT
10000,3 years,MORTGAGE,69960,LA
17000,10+ years,MORTGAGE,103000,RI
3000,10+ years,RENT,30000,WA
5000,3 years,RENT,29100,NY
2000,5 years,RENT,30000,MA
3025,2 years,MORTGAGE,27000,FL
2000,< 1 year,RENT,34860,CA
9600,3 years,RENT,24000,AZ
7000,3 years,RENT,50000,NY
1500,2 years,OWN,25000,TX
5000,9 years,OWN,51600,FL
12000,< 1 year,RENT,100000,NY
3000,2 years,RENT,37000,PA
1800,10+ years,RENT,29040,MA
8000,n/a,MORTGAGE,144000,MO
6300,< 1 year,RENT,57600,NY
14500,7 years,RENT,32000,MO
11000,5 years,OWN,100000,CA
9000,10+ years,MORTGAGE,90000,UT
17000,3 years,RENT,45792,CA
16000,1 year,MORTGAGE,65000,PA
12000,2 years,RENT,123144,MD
16000,10+ years,RENT,74337.72,CA
9000,10+ years,MORTGAGE,54000,CA
13000,< 1 year,MORTGAGE,93000,TX
4000,5 years,RENT,55000,CA
16750,< 1 year,MORTGAGE,84996,AL
6000,9 years,MORTGAGE,77004,IL
2500,3 years,RENT,36000,GA
6000,2 years,RENT,564000,CA
11500,10+ years,MORTGAGE,54000,TX
9700,5 years,MORTGAGE,68000,NJ
2400,n/a,RENT,18000,OH
25000,5 years,RENT,83000,NY
4500,2 years,RENT,21000,FL
10000,3 years,MORTGAGE,60000,NY
2000,9 years,RENT,40000,NJ
10000,10+ years,OWN,48000,LA
20000,3 years,RENT,50000,NJ
3000,5 years,MORTGAGE,75000,LA
12000,9 years,MORTGAGE,52000,MI
25000,10+ years,RENT,125004,MA
8400,8 years,MORTGAGE,60000,FL
8400,2 years,MORTGAGE,65000,OH
5000,2 years,MORTGAGE,68000,GA
10000,5 years,OWN,23396.63,OH
10000,5 years,RENT,50000,NV
7750,1 year,MORTGAGE,21424,CA
4000,1 year,MORTGAGE,43000,OK
14000,5 years,OWN,45500,NJ
13000,10+ years,MORTGAGE,100000,NY
5000,4 years,RENT,58800,FL
5000,10+ years,OWN,61848,NY
19750,< 1 year,RENT,45000,NY
6000,10+ years,RENT,65000,FL
20000,3 years,MORTGAGE,60000,TX
8000,4 years,RENT,48000,MA
6000,5 years,MORTGAGE,38400,NM
6500,n/a,MORTGAGE,44400,SC
3000,8 years,MORTGAGE,34800,MI
9250,2 years,RENT,30000,AZ
10000,9 years,RENT,85000,CA
3000,3 years,RENT,25000,TX
1200,2 years,RENT,14400,CA
6600,5 years,MORTGAGE,81000,CO
13000,4 years,RENT,46800,NY
13000,3 years,OWN,55000,OH
4800,7 years,RENT,38400,NY
8000,10+ years,MORTGAGE,75000,CA
8000,10+ years,MORTGAGE,148000,FL
16000,10+ years,OWN,60000,MI
3000,< 1 year,RENT,12000,FL
15000,2 years,MORTGAGE,110000,MO
14000,4 years,RENT,38760,FL
11675,10+ years,RENT,54000,CA
2000,< 1 year,MORTGAGE,80000,MD
10000,< 1 year,OWN,49200,GA
24250,1 year,MORTGAGE,95000,FL
5000,3 years,OWN,104080,NY
3000,10+ years,RENT,60500,NY
20000,10+ years,MORTGAGE,48000,AZ
3000,4 years,RENT,18000,CA
25000,3 years,RENT,56000,CA
16800,10+ years,MORTGAGE,100000,MA
12000,5 years,MORTGAGE,52000,PA
20000,1 year,RENT,80000,CA
25000,10+ years,RENT,76500,NY
25000,9 years,RENT,152004,NY
6000,< 1 year,RENT,55000,CA
6000,4 years,MORTGAGE,200000,OK
2000,1 year,RENT,26400,GA
15000,10+ years,MORTGAGE,648000,NY
8000,3 years,RENT,42000,NJ
20000,8 years,OWN,70000,NJ
5000,n/a,OWN,16800,OH
7800,6 years,RENT,33996,CA
2500,7 years,RENT,73000,CA
13650,10+ years,MORTGAGE,35000,AZ
16800,10+ years,RENT,57000,NJ
2400,< 1 year,RENT,25000,CA
8000,< 1 year,OWN,31416,FL
10000,2 years,RENT,23387,PA
5000,10+ years,RENT,21000,PA
9000,9 years,RENT,69600,CA
7000,3 years,MORTGAGE,42000,NM
8000,2 years,RENT,45000,CA
23000,7 years,RENT,43385,CA
2000,1 year,RENT,38400,IL
5500,n/a,RENT,18000,MI
3000,4 years,MORTGAGE,30000,FL
3500,< 1 year,OWN,20004,NJ
14000,< 1 year,MORTGAGE,78000,TX
8800,10+ years,RENT,71136,FL
25000,9 years,MORTGAGE,171194,NJ
9200,1 year,MORTGAGE,94568,GA
6500,5 years,MORTGAGE,44400,CA
2900,4 years,MORTGAGE,65000,AL
7000,1 year,MORTGAGE,47200,WY
18000,8 years,OWN,50000,SC
12500,10+ years,MORTGAGE,90000,MA
2000,n/a,RENT,24702,IL
10000,4 years,OWN,36996,PA
24250,8 years,RENT,93000,OH
5600,4 years,RENT,79000,NJ
10000,3 years,MORTGAGE,75000,MA
5000,< 1 year,MORTGAGE,72000,OH
5000,10+ years,MORTGAGE,27600,NY
24000,3 years,RENT,90000,PA
3000,4 years,RENT,65004,FL
6000,3 years,RENT,41280,HI
5000,1 year,MORTGAGE,28800,FL
2100,n/a,OWN,19200,GA
2000,5 years,RENT,45000,TX
15000,10+ years,MORTGAGE,90000,MA
4000,2 years,MORTGAGE,44470.4,AZ
20000,10+ years,MORTGAGE,225000,CA
5000,2 years,MORTGAGE,115000,CA
5600,5 years,MORTGAGE,40250,MI
18000,10+ years,RENT,72844.8,CA
8000,2 years,MORTGAGE,39996,NY
10500,6 years,MORTGAGE,84000,CA
25000,< 1 year,RENT,150000,CA
12000,5 years,MORTGAGE,100000,NY
5000,4 years,RENT,72000,CA
2700,2 years,RENT,30000,NY
20000,5 years,MORTGAGE,69000,CO
13000,< 1 year,RENT,50004,PA
14000,5 years,RENT,36000,FL
6000,5 years,MORTGAGE,65600,MA
8000,< 1 year,RENT,70000,CA
13600,10+ years,RENT,49000,MD
9000,3 years,RENT,70000,NY
25000,10+ years,RENT,68640,CA
8000,2 years,MORTGAGE,40000,MA
10000,6 years,MORTGAGE,48996,IL
10000,4 years,OWN,50000,CA
7000,10+ years,MORTGAGE,52800,VA
5000,6 years,RENT,45600,SC
15000,9 years,RENT,82000,CA
15800,5 years,MORTGAGE,37000,IL
8000,2 years,RENT,52000,IL
20000,3 years,MORTGAGE,126000,GA
10000,7 years,RENT,71496,VA
3250,4 years,RENT,10200,NJ
5400,4 years,MORTGAGE,85000,TX
4000,2 years,OWN,35000,FL
5600,3 years,RENT,30000,NJ
3000,10+ years,RENT,30000,MD
8400,3 years,RENT,90000,VT
21000,2 years,RENT,42000,FL
1800,< 1 year,RENT,35000,VA
10000,n/a,RENT,27480,WV
6000,2 years,MORTGAGE,49000,PA
4000,3 years,MORTGAGE,75000,CA
21250,3 years,MORTGAGE,60000,CA
10000,7 years,MORTGAGE,110000,CA
7200,n/a,MORTGAGE,49000,CA
2500,5 years,RENT,60000,TX
7750,2 years,OWN,23004,FL
12000,< 1 year,OWN,50000,NY
15000,5 years,OWN,83600,VA
13200,5 years,RENT,40000,AZ
12000,10+ years,MORTGAGE,37000,OH
24000,10+ years,MORTGAGE,96000,NY
10000,3 years,RENT,80000,CA
25000,5 years,MORTGAGE,110000,OR
10000,10+ years,MORTGAGE,122400,CA
15000,< 1 year,RENT,70000,NY
9000,3 years,MORTGAGE,25000,SC
1500,2 years,RENT,57996,FL
8000,3 years,RENT,40000,NY
15000,n/a,MORTGAGE,40800,WI
9600,4 years,MORTGAGE,90000,VA
25000,10+ years,MORTGAGE,329000,LA
5000,n/a,OWN,24468,MO
2550,< 1 year,MORTGAGE,93600,CA
25000,9 years,MORTGAGE,92000,OK
21250,10+ years,MORTGAGE,65000,AZ
6000,6 years,RENT,27692.4,NY
4500,6 years,RENT,32000,WA
8000,5 years,MORTGAGE,70000,LA
8000,10+ years,MORTGAGE,84000,NJ
7500,10+ years,MORTGAGE,46300,GA
7750,4 years,OWN,27000,TX
7000,n/a,OWN,13740,MO
2750,9 years,RENT,16800,MO
10000,2 years,RENT,48000,MD
1000,7 years,OWN,55000,CA
10000,5 years,OWN,64999.92,NM
7300,1 year,OWN,26400,NJ
8000,6 years,RENT,30000,CA
10000,< 1 year,RENT,32000,PA
13000,< 1 year,MORTGAGE,43800,MA
25000,2 years,RENT,165000,NY
12000,10+ years,RENT,125000,TX
5500,6 years,OWN,54996,PA
20000,10+ years,RENT,889000,NY
25000,10+ years,MORTGAGE,285000,MA
7000,3 years,OWN,24996,NJ
6000,7 years,RENT,68065.44,CA
1000,< 1 year,RENT,24960,IL
3000,2 years,MORTGAGE,36000,MA
20000,3 years,MORTGAGE,77000,GA
1600,n/a,RENT,57600,CA
8400,< 1 year,RENT,35400,LA
9000,< 1 year,RENT,50000,CA
16000,< 1 year,RENT,55000,NY
18250,6 years,RENT,29784,WA
12000,10+ years,RENT,96000,WA
10000,2 years,MORTGAGE,71073,NY
15000,10+ years,MORTGAGE,55000,FL
8000,5 years,MORTGAGE,550000,WA
7200,10+ years,RENT,68400,CA
14000,10+ years,OWN,71000,PA
7500,1 year,RENT,35004,CT
8000,3 years,MORTGAGE,150000,NY
8000,< 1 year,RENT,41000,FL
18000,< 1 year,RENT,55000,CA
7600,n/a,RENT,41412,AZ
5000,< 1 year,RENT,16800,CA
24000,10+ years,MORTGAGE,83004,MD
10000,3 years,RENT,33600,CA
7750,10+ years,MORTGAGE,65000,NY
6000,10+ years,MORTGAGE,45000,GA
9000,1 year,RENT,50000,CA
10800,6 years,RENT,77000,IL
8000,3 years,RENT,38790,VT
10000,< 1 year,RENT,42324,TX
12000,2 years,MORTGAGE,87504,TX
9600,4 years,MORTGAGE,35000,SC
11000,4 years,MORTGAGE,51000,AZ
7000,10+ years,MORTGAGE,65000,VA
10800,2 years,RENT,50000,UT
12600,7 years,RENT,66996,NY
4000,1 year,RENT,34500,PA
14400,2 years,OWN,61000,CA
21600,2 years,RENT,63000,NJ
6000,2 years,RENT,35000,NJ
7500,3 years,RENT,66000,VA
5000,2 years,RENT,27036,OR
10500,4 years,MORTGAGE,85000,TX
6875,5 years,RENT,80266,CA
6000,2 years,RENT,31000,OH
2350,6 years,RENT,44400,TX
3500,6 years,OWN,65000,TX
5000,n/a,RENT,13800,MD
9000,4 years,OWN,139380,CO
4800,10+ years,MORTGAGE,72996,OH
15000,10+ years,MORTGAGE,72000,LA
10500,3 years,RENT,52400,IL
4000,1 year,RENT,34200,CA
22750,9 years,MORTGAGE,70000,WI
18000,10+ years,MORTGAGE,54000,GA
15000,1 year,MORTGAGE,95004,FL
24000,10+ years,MORTGAGE,115000,TX
7200,2 years,RENT,55700,NV
1800,n/a,RENT,12000,PA
25000,2 years,MORTGAGE,50000,IL
3200,5 years,RENT,36000,NY
20000,6 years,RENT,60000,FL
8000,10+ years,OWN,45678.84,CT
5000,10+ years,RENT,10800,NM
10000,7 years,RENT,30000,CA
16000,10+ years,MORTGAGE,95000,MD
6000,7 years,RENT,26004,NJ
20500,10+ years,OWN,60000,PA
9000,1 year,RENT,57000,CA
13500,9 years,OWN,56148,CA
3000,6 years,RENT,69996,MA
25000,8 years,MORTGAGE,74000,CA
2500,10+ years,MORTGAGE,81800,PA
11100,< 1 year,RENT,37500,CA
12000,2 years,MORTGAGE,30000,MD
5000,3 years,RENT,54996,NY
20000,7 years,MORTGAGE,55000,SC
14000,1 year,RENT,37440,CA
5000,7 years,MORTGAGE,86700,WA
20000,10+ years,RENT,90000,NY
8000,10+ years,MORTGAGE,120000,IL
6000,< 1 year,RENT,35000,PA
10000,10+ years,MORTGAGE,77256,AZ
12000,10+ years,OWN,20004,GA
15250,10+ years,MORTGAGE,55600,NY
15000,10+ years,RENT,59500,NV
9100,< 1 year,RENT,125000,NY
8400,10+ years,MORTGAGE,49901.52,OH
21000,2 years,MORTGAGE,59100,WI
8700,5 years,MORTGAGE,72000,KY
5000,8 years,OWN,65000,MA
8000,1 year,OWN,38400,PA
15000,10+ years,MORTGAGE,64000,CT
1675,1 year,RENT,28800,FL
16000,2 years,MORTGAGE,102960,VA
1000,7 years,RENT,42000,TX
25000,4 years,MORTGAGE,175000,TX
15000,6 years,RENT,38000,CA
6250,9 years,MORTGAGE,65000,PA
12000,3 years,MORTGAGE,26000,OH
3000,1 year,RENT,57000,FL
13000,3 years,RENT,54000,CT
4500,10+ years,MORTGAGE,84906,VA
5000,3 years,RENT,75000,CA
8000,10+ years,MORTGAGE,108396,PA
10000,10+ years,MORTGAGE,100000,MA
6000,5 years,RENT,35000,KY
6300,4 years,RENT,54380,CA
3500,10+ years,MORTGAGE,40000,WV
18400,2 years,MORTGAGE,62000,GA
4000,1 year,RENT,36000,CA
18000,2 years,RENT,100000,NY
10000,10+ years,MORTGAGE,106000,CT
15000,3 years,RENT,85000,CT
6000,10+ years,OWN,69000,NY
5000,3 years,MORTGAGE,54996,SC
5000,8 years,RENT,98760,VA
4500,3 years,MORTGAGE,83004,AL
7200,2 years,RENT,75000,CA
4500,2 years,MORTGAGE,80000,NH
5600,9 years,OWN,96000,CA
2000,< 1 year,MORTGAGE,21600,CA
7200,2 years,RENT,65000,CA
6000,2 years,RENT,30000,NJ
3000,3 years,MORTGAGE,55000,MD
2400,< 1 year,MORTGAGE,60000,CT
25000,1 year,MORTGAGE,162000,PA
5000,10+ years,MORTGAGE,54000,FL
8500,10+ years,MORTGAGE,58000,AZ
16000,< 1 year,OWN,60000,KY
6000,4 years,RENT,63000,LA
20000,< 1 year,RENT,55000,CT
8400,< 1 year,MORTGAGE,120000,IL
12000,3 years,MORTGAGE,53004,GA
6000,1 year,RENT,35000,IL
6400,10+ years,MORTGAGE,75000,CA
20000,2 years,MORTGAGE,125000,NM
1400,5 years,RENT,41652,CA
12000,10+ years,MORTGAGE,50400,CA
6000,10+ years,MORTGAGE,89058,NY
12300,3 years,RENT,28080,CA
15000,10+ years,RENT,65000,CA
10000,1 year,RENT,51996,CA
25000,9 years,RENT,65000,NY
19600,7 years,MORTGAGE,57500,CT
14000,10+ years,MORTGAGE,60000,AL
25000,5 years,RENT,66504,CA
6000,< 1 year,RENT,50000,NY
25000,10+ years,OWN,90000,OH
25000,7 years,MORTGAGE,125000,LA
10000,4 years,MORTGAGE,33996,CO
6000,9 years,RENT,21600,NV
4000,n/a,RENT,13212,CA
5200,3 years,RENT,75000,NY
3000,2 years,RENT,180000,GA
4000,10+ years,OWN,60000,AZ
8000,1 year,RENT,67000,VA
12000,4 years,MORTGAGE,37000,MN
5600,< 1 year,RENT,39000,MD
10000,10+ years,OWN,45000,AL
24000,9 years,MORTGAGE,78000,CA
9000,10+ years,MORTGAGE,70000,OR
15000,3 years,MORTGAGE,90000,VA
6400,2 years,RENT,93500,VA
8500,2 years,RENT,45000,GA
8000,7 years,MORTGAGE,72000,FL
6000,3 years,RENT,42000,NY
3600,10+ years,MORTGAGE,62000,OH
5000,1 year,RENT,38250,IL
2000,4 years,RENT,50004,FL
8000,4 years,RENT,50000,CA
25000,7 years,MORTGAGE,108000,OK
4800,3 years,RENT,80000,NV
10000,10+ years,MORTGAGE,147500,FL
4200,n/a,OWN,27000,TX
9600,10+ years,MORTGAGE,50400,CA
5500,10+ years,MORTGAGE,46800,AZ
7500,< 1 year,MORTGAGE,175000,MA
12000,1 year,RENT,54000,NY
3000,2 years,OWN,24000,TX
15000,10+ years,RENT,48000,VA
10000,10+ years,MORTGAGE,41000,MN
24250,10+ years,MORTGAGE,140000,CA
8250,5 years,RENT,37200,NY
15000,10+ years,MORTGAGE,95000,NY
14700,< 1 year,RENT,172200,TX
25000,10+ years,MORTGAGE,66000,FL
12000,1 year,MORTGAGE,85000,GA
12000,6 years,MORTGAGE,78000,NJ
6000,5 years,MORTGAGE,25000,IL
5500,2 years,RENT,30000,NM
18750,2 years,RENT,70000,AK
1700,2 years,RENT,45000,MD
7200,6 years,RENT,35328,CA
3000,10+ years,OWN,74400,UT
10000,2 years,RENT,50784,CA
16750,1 year,RENT,44500,TX
20000,10+ years,MORTGAGE,93000,WI
5000,10+ years,MORTGAGE,86000,NJ
7000,< 1 year,RENT,38000,CA
23500,2 years,RENT,40000,KY
2400,< 1 year,RENT,19200,CA
20000,10+ years,MORTGAGE,66912,CA
3000,2 years,MORTGAGE,140000,TX
7000,2 years,RENT,44000,AZ
2500,3 years,RENT,18000,MN
13750,8 years,MORTGAGE,43200,OR
4000,1 year,MORTGAGE,65200,TX
5000,10+ years,MORTGAGE,70000,NJ
8000,10+ years,RENT,78000,CA
2800,3 years,RENT,13000,NJ
4000,5 years,MORTGAGE,19200,CA
4500,2 years,MORTGAGE,110000,SC
3000,10+ years,MORTGAGE,67675,MT
7000,< 1 year,RENT,25000,OH
8000,1 year,MORTGAGE,83500,CA
14500,< 1 year,MORTGAGE,45760,OK
10000,4 years,MORTGAGE,89004,MO
18250,10+ years,MORTGAGE,185000,NY
19000,7 years,RENT,53400,FL
6250,< 1 year,RENT,20000,CA
1200,10+ years,RENT,53000,NY
9600,1 year,RENT,140000,TX
10000,2 years,RENT,55000,CA
5000,10+ years,RENT,81999.96,CA
2500,4 years,MORTGAGE,54000,TX
8000,7 years,RENT,99996,TX
22750,1 year,RENT,96000,TX
14000,5 years,RENT,57000,FL
10000,3 years,MORTGAGE,80000,WV
15000,2 years,MORTGAGE,51996,AZ
3000,2 years,RENT,30500,NY
5000,< 1 year,RENT,24996,UT
1000,6 years,RENT,39000,CA
15000,10+ years,MORTGAGE,120000,OH
3600,3 years,RENT,40050,CA
14000,< 1 year,RENT,105000,CA
6000,6 years,MORTGAGE,29568,CO
4500,2 years,RENT,33000,AZ
12000,3 years,RENT,96000,MA
1750,n/a,RENT,9192,MI
2000,2 years,RENT,9600,NY
15000,10+ years,MORTGAGE,120000,WI
3000,4 years,RENT,14400,PA
14500,10+ years,MORTGAGE,54000,MD
6000,< 1 year,RENT,25200,CA
5325,10+ years,MORTGAGE,90000,MA
3200,2 years,RENT,52000,MD
5000,4 years,RENT,75000,MN
3600,2 years,RENT,47700,CA
2000,3 years,RENT,45000,LA
8000,3 years,RENT,60000,CA
9950,4 years,RENT,86000,CA
17000,1 year,MORTGAGE,58000,CA
4000,3 years,MORTGAGE,35500,IL
20000,5 years,RENT,96000,NY
25000,3 years,MORTGAGE,69996,CA
9975,3 years,MORTGAGE,57770,CT
7000,10+ years,RENT,40000,NY
20000,10+ years,RENT,65000,WA
4000,8 years,MORTGAGE,44196,FL
9000,10+ years,MORTGAGE,62000,KY
10000,10+ years,MORTGAGE,100000,GA
2500,5 years,RENT,45000,TX
6000,5 years,MORTGAGE,36000,NJ
25000,2 years,MORTGAGE,58650,GA
12000,10+ years,RENT,49600,DE
25000,6 years,MORTGAGE,54600,PA
8000,6 years,RENT,50400,CA
5000,2 years,OWN,30996,DE
10000,4 years,MORTGAGE,71028,CA
25000,< 1 year,MORTGAGE,180000,MA
5500,< 1 year,RENT,30000,GA
12000,10+ years,MORTGAGE,230000,IL
10000,4 years,MORTGAGE,43344,CA
5000,10+ years,RENT,35827.2,CA
9000,10+ years,MORTGAGE,72000,MD
3000,< 1 year,RENT,42000,TX
9250,< 1 year,MORTGAGE,120000,CA
6000,3 years,RENT,85000,CA
6000,10+ years,RENT,72000,CA
18000,2 years,MORTGAGE,235000,NY
10000,10+ years,RENT,75000,VA
12250,10+ years,MORTGAGE,70000,NV
9000,10+ years,RENT,140000,NJ
15000,10+ years,MORTGAGE,100000,VA
5300,< 1 year,MORTGAGE,92304,PA
15000,6 years,MORTGAGE,45000,MA
8800,7 years,MORTGAGE,67000,CO
25000,10+ years,MORTGAGE,62570,FL
5500,5 years,MORTGAGE,94000,CT
20000,6 years,MORTGAGE,102996,DE
14000,5 years,RENT,37000,CA
20000,1 year,RENT,90000,CA
5000,10+ years,MORTGAGE,40000,MI
25000,10+ years,MORTGAGE,65000,CA
2500,5 years,RENT,40000,RI
25000,5 years,MORTGAGE,72000,TX
15000,7 years,MORTGAGE,106000,GA
20000,10+ years,MORTGAGE,81996,PA
24250,8 years,RENT,60000,FL
5000,10+ years,RENT,34868.4,FL
7500,4 years,RENT,70000,GA
3500,8 years,MORTGAGE,73000,MN
9000,10+ years,MORTGAGE,75000,FL
9500,10+ years,MORTGAGE,60000,NM
6000,10+ years,MORTGAGE,104400,MO
3600,2 years,RENT,40000,FL
2600,n/a,MORTGAGE,50340,IL
2800,n/a,RENT,40000,VA
3600,2 years,RENT,33400,UT
6000,n/a,MORTGAGE,12000,GA
10800,4 years,RENT,39000,CA
25000,5 years,RENT,225000,NY
4500,4 years,RENT,32000,CO
24000,1 year,RENT,60000,TX
9000,10+ years,MORTGAGE,48000,RI
1450,n/a,RENT,10000,MA
25000,10+ years,RENT,203000,MA
20000,4 years,MORTGAGE,75000,CO
25000,10+ years,RENT,78000,CA
20000,2 years,MORTGAGE,36000,FL
17500,n/a,OWN,43873,WA
16000,2 years,MORTGAGE,102000,AZ
3000,1 year,MORTGAGE,34662,TX
8500,8 years,RENT,35000,NV
18000,10+ years,MORTGAGE,36000,NY
5100,10+ years,MORTGAGE,60000,NM
4000,7 years,MORTGAGE,75000,IL
24250,10+ years,MORTGAGE,108000,MO
3000,2 years,RENT,15000,TX
5500,2 years,MORTGAGE,28800,FL
10000,3 years,OWN,36444,FL
18000,< 1 year,RENT,76800,NJ
14500,< 1 year,RENT,84000,TX
16750,10+ years,MORTGAGE,45344,TX
4900,6 years,MORTGAGE,63600,OH
10000,6 years,MORTGAGE,90000,FL
7000,< 1 year,RENT,24000,CA
8000,5 years,MORTGAGE,52000,IL
10000,1 year,RENT,95000,VA
1600,2 years,RENT,26880,CA
20000,10+ years,MORTGAGE,54538,OK
10000,9 years,RENT,38400,CA
12000,1 year,RENT,45000,VA
9600,2 years,RENT,80000,NJ
10000,10+ years,RENT,57996,NY
20000,10+ years,RENT,51000,NJ
24250,< 1 year,RENT,145000,FL
1000,< 1 year,RENT,11760,NY
15000,7 years,RENT,30000,AL
10000,3 years,MORTGAGE,73000,VA
4150,2 years,RENT,30000,FL
7200,5 years,RENT,99000,CA
9100,7 years,RENT,39600,PA
12800,1 year,MORTGAGE,50000,CT
18000,10+ years,MORTGAGE,70830,FL
25000,10+ years,OWN,115000,NY
7000,< 1 year,RENT,40800,CA
25000,3 years,MORTGAGE,100000,MD
13000,6 years,MORTGAGE,137720,OH
16500,4 years,RENT,40428,NY
7200,9 years,RENT,21600,CT
7700,10+ years,RENT,73000,AK
10000,10+ years,MORTGAGE,55000,IL
4000,10+ years,RENT,45000,CT
18250,6 years,RENT,46000,CA
13000,3 years,RENT,54000,CA
6100,2 years,RENT,25000,MA
14000,3 years,MORTGAGE,60000,AZ
16000,4 years,OWN,40000,WA
10000,3 years,RENT,40000,VA
4200,< 1 year,RENT,21000,WI
3000,10+ years,MORTGAGE,107000,CT
16000,3 years,RENT,40000,PA
5000,1 year,RENT,38500,NJ
6000,< 1 year,RENT,100000,MI
10000,2 years,MORTGAGE,75000,PA
12000,10+ years,MORTGAGE,90000,NM
7000,1 year,RENT,33000,TX
15000,10+ years,MORTGAGE,130000,NJ
16000,4 years,RENT,80000,CA
9600,< 1 year,MORTGAGE,30000,OH
8000,9 years,RENT,54590,TX
25000,2 years,MORTGAGE,75000,PA
4000,1 year,RENT,51000,MD
8000,1 year,MORTGAGE,100000,CA
15000,10+ years,MORTGAGE,75000,OK
10000,5 years,MORTGAGE,59000,HI
10000,2 years,RENT,72000,TX
5000,7 years,RENT,50000,WI
12000,10+ years,OWN,49536,NY
14000,< 1 year,RENT,37750,GA
6000,3 years,MORTGAGE,38000,MO
2500,4 years,RENT,22000,NY
7000,2 years,MORTGAGE,120000,FL
12000,8 years,MORTGAGE,56000,CA
6000,3 years,MORTGAGE,32000,CT
20000,5 years,RENT,65000,PA
7800,1 year,RENT,30000,AZ
1500,2 years,MORTGAGE,21816,MI
4750,< 1 year,RENT,12000,PA
5500,5 years,MORTGAGE,35496,IL
5000,4 years,RENT,16200,MN
25000,10+ years,RENT,177240,MA
12000,3 years,RENT,122004,MD
5000,5 years,RENT,42996,NJ
23000,10+ years,MORTGAGE,89000,MO
2800,1 year,RENT,50000,LA
2000,4 years,OWN,27504,NY
12000,10+ years,MORTGAGE,127741,MD
4525,n/a,OWN,24960,AL
10000,2 years,MORTGAGE,105000,TX
3000,3 years,RENT,35500,CA
2000,10+ years,RENT,80000,AZ
20000,10+ years,MORTGAGE,74276.8,WA
14000,5 years,MORTGAGE,50004,CA
2500,n/a,RENT,12540,CA
4800,3 years,RENT,55000,NY
10500,2 years,RENT,80004,MO
10000,2 years,RENT,60000,CA
4000,10+ years,RENT,27000,AZ
15000,< 1 year,MORTGAGE,175000,IL
4500,5 years,MORTGAGE,61200,CA
20000,1 year,MORTGAGE,69000,VA
21000,10+ years,RENT,48000,GA
25000,10+ years,MORTGAGE,90000,VA
17000,n/a,RENT,72000,NY
5000,1 year,RENT,52000,TX
9600,5 years,RENT,52000,CA
19800,< 1 year,MORTGAGE,80000,MO
